,GeneID,logFC_6,adj.P.Val_6,logFC_1,adj.P.Val_1,logFC_2,adj.P.Val_2,logFC_3,adj.P.Val_3,logFC_4,adj.P.Val_4,logFC_5,adj.P.Val_5
34,ABCA9,-3.7533171033468524e-06,1.0,-3.197630930343085e-05,1.0,-0.00012124226029021952,0.8934254970357917,-3.597614361470397e-05,0.9846951323662865,0.0002920662476779348,1.0,-0.0001325228291419407,1.0
35,ABCB1,-0.0426010061743392,0.6208085958452878,-0.04803893558432413,0.4930705854627847,0.036875742805532505,0.5336115797522746,0.061679459309540344,0.2088327979106117,-0.026861606075848962,1.0,-0.012402956272525717,1.0
36,ABCB10,0.018322375919686683,0.5335911249667161,-0.013933540149537377,0.6724217002002026,0.0037424596831514244,0.9071057648450038,-0.007753926602694328,0.8224800159395573,0.00235764753981791,1.0,-0.001999306509931546,1.0
37,ABCB4,-2.7508813452722724e-05,1.0,-0.00011582079242087172,0.9564000711758531,0.0003293666478770252,0.6898432108434323,0.0003046632266665952,0.7339496057531021,-4.0681057456426944e-05,1.0,-0.00047557880707751576,0.965896340889889
38,ABCB7,-0.03153711640016934,0.6876440151952019,-0.02277239805644387,0.814082556708248,-0.0141718876077873,0.8947480877528892,-0.015358472536132255,0.8390079824419789,0.056990983740255755,0.3325398024291179,-0.005861451094993919,1.0
39,ABCB8,-0.0018467266546023375,1.0,0.014142684192816606,0.5614203738623998,-0.0052682223604451385,0.8980123367137538,-0.005717175493974583,0.8418519969317539,0.0024359550892718955,1.0,0.0007972053222262028,1.0
40,ABCB9,0.02079310348665705,0.1750245188800082,0.005590100437529314,0.8797208464248486,-0.0038491202381108775,0.8988480898679091,-0.007625273534286594,0.7435915116608341,-0.004524654642031346,1.0,0.0017748423303223983,1.0
41,ABCC1,-0.0025323910379506315,1.0,0.017608956483164448,0.4039396461429453,0.0026498969305805004,0.9205284977823854,-0.0027393445198008147,0.9520444485149494,0.0042293830981887295,1.0,-0.013626181677562261,0.9968094227670625
42,ABCC10,-0.012070894448462962,0.699045922709095,-0.002515195289530668,0.9810287277729891,-0.0015799837343035937,0.9524995789836643,0.02438738817689541,0.08569610679598193,-0.0017902898941735152,1.0,-0.007912685923771718,1.0
43,ABCC3,-0.007043742447335325,0.8330757483474238,0.031672933568993776,0.007151800475375733,-0.0020603326651300047,0.9240887750004765,-0.0067899341913435565,0.7790282363943439,-0.0034120793641774496,1.0,-0.0026157775837676537,1.0
44,ABCC4,-0.006493256313763032,0.8479031734881531,-0.0035667786564503165,0.936887694067577,-0.0019445134815476049,0.9277110671168184,0.008777275335551796,0.6714051708330732,0.0014578011073152122,1.0,-0.0010995036229936132,1.0
45,ABCC5,-0.009258677109002984,0.8033473090215555,-0.01204975561576424,0.6661788617692384,0.0018163310763963467,0.9424773066317491,0.009615268941670372,0.7129671141819433,0.0037413516996223552,1.0,-0.002355648226368308,1.0
46,ABCC6,5.947565728169838e-06,1.0,-2.192735604002824e-05,1.0,-0.00010820780544974954,0.8541328732763319,-2.4952904446300813e-05,0.9885401350851465,4.575950347317012e-05,1.0,9.775551233590402e-05,1.0
47,ABCC8,2.137804549412846e-06,1.0,-1.933878295049099e-07,1.0,-7.088850253029875e-06,0.9359068575074976,-2.892569503238222e-07,1.0,2.066982431564044e-05,1.0,-1.5042116901465514e-05,1.0
48,ABCC9,-0.00012073198912854297,0.9868798011168589,-0.0001752520276055648,0.9335389473793335,0.0002712692533551205,0.8697700372263338,-0.00019385081772602946,0.8699625556812364,7.24113715637537e-05,1.0,-7.1111697163753e-05,1.0
49,ABCD1,0.0031260744548746834,0.9374906240981312,-0.0014187577139465283,0.9905110998258625,0.008134015576447906,0.541537344451641,-0.002047891922010143,0.9434455612038226,-0.0036729414734939427,1.0,-0.004150995064379116,1.0
50,ABCD3,-0.02548056820188781,0.46185945910184945,-0.01524886461533833,0.7515259915745196,0.012244005761381231,0.7977239383728982,0.01460889868806253,0.6990699857980739,-0.0023273739635359565,1.0,-0.0015031637216098535,1.0
51,ABCD4,-0.020487083195961875,0.9185765421317691,0.08367703720096398,0.25080911456146887,0.03192252346133684,0.8139837226385479,-0.050807478204756756,0.5591947147960042,-0.02000738210046525,1.0,-0.009816641023620495,1.0
52,ABCE1,0.02931139134795817,0.4571787688297144,-0.03447320536033548,0.2677286579039058,0.0225261814690456,0.43147031031640853,-0.007712792948759518,0.8808196730741017,0.006016233308416448,1.0,-0.020706882453010268,1.0
53,ABCF1,0.06785700871561043,0.5886479883554887,-0.09014105712525958,0.31631698548905923,-0.035556216027916226,0.8320299141133045,-0.018733164920245543,0.9003283429032827,0.019399733835181787,1.0,0.04848611732339786,1.0
54,ABCF2,0.00526659090564149,1.0,-0.024890766121361905,0.6920131488376202,-0.007507573197441272,0.9001988670312433,0.00400305417963797,0.9843791446705217,-0.011887995293812147,1.0,0.028771661419141004,0.9968094227670625
55,ABCF3,-0.015273457035036735,0.8646526861208799,0.040543885520622595,0.33664185864104845,-0.011029716101367,0.8988480898679091,-0.011407678796271588,0.859121746914604,-0.005106857863732463,1.0,0.011763867830496301,1.0
56,ABCG1,-0.043829377687969295,0.23387743096934158,0.013028426520846431,0.8758047029450071,0.031138289760741594,0.25193153112858446,-0.019062795575152225,0.7010469761891092,-0.006157928691162676,1.0,0.0014509493935923184,1.0
57,ABCG2,-0.0009462000718406256,0.9002101569211246,0.002404889938753683,0.5502261330203129,0.0007308057021780261,0.8988480898679091,0.0004786828055308202,0.9462353010375156,-0.0007906782622082025,1.0,-0.0011675602319113243,1.0
58,ABHD1,-0.0014634126870980528,0.9674255875469562,-0.0010424808375240854,0.9791153289454346,-0.0019204725960791594,0.8988480898679091,0.00930305127532284,0.1070495929383025,-0.002885437771059173,1.0,-0.0007060221656274175,1.0
59,ABHD10,0.0033820210221974824,0.9847177603865107,0.006997991315271016,0.8829628939875701,-0.00045736033269879947,0.9876391845133883,0.013953863551190344,0.5540521938331803,-0.0009241387475773556,1.0,-0.01470509526122014,0.9968094227670625
60,ABHD11,0.004878654068973318,0.8815865180793354,-0.0011326548396815815,1.0,-0.0033540271971341648,0.8988480898679091,0.008281482278303689,0.6489477720453387,0.0009878853691975727,1.0,-0.0055259286698916225,1.0
61,ABHD12,0.008152174719344499,0.8837134161351957,0.023037376890933818,0.3921849767945533,0.003937542351579646,0.9107421623272072,-0.018361433784719366,0.4853683556188058,0.0015368420629674195,1.0,-0.008262773628872408,1.0
62,ABHD12B,1.0468688259074074e-05,1.0,1.9591501740258156e-06,1.0,-2.2691088884551053e-05,0.8988480898679091,1.86452644510363e-06,1.0,-3.1014416522480106e-05,1.0,5.0384152555880984e-05,1.0
63,ABHD13,-0.03615157127414493,0.48507841162156207,-0.00507979837738063,0.9845032672390767,0.012772959025079703,0.8934254970357917,0.01120755522429323,0.8631222124735465,-0.005760557836418295,1.0,0.0038851557242872287,1.0
64,ABHD14A,-0.0070301362572338655,1.0,-0.0418159248999727,0.5398051428478602,-0.009124935935370046,0.9076119500252774,0.04387952241923937,0.4115295742855815,0.007554322119656884,1.0,-0.005800763115535901,1.0
65,ABHD14B,0.02934027801999653,0.7276354344176333,-0.0739800950986997,0.07145733590801774,0.04027725925355316,0.30441900150875495,-0.02868068833556442,0.652501092130407,0.011185316911764429,1.0,-0.008090355320547887,1.0
66,ABHD15,-0.01956356806651243,0.8802215787833759,-0.03650953380814453,0.6613239322881275,0.024366634099136128,0.8049758743457581,-0.016351784347275994,0.8527533047758394,-0.022446049522219264,1.0,0.03923668876484335,1.0
67,ABHD16A,0.007611412548159269,0.9066801772432228,0.008266825719776227,0.8898414246219355,-0.005700490040692906,0.8988480898679091,0.005056055490704127,0.9162537655261604,0.003946986114630242,1.0,-0.010061595634219288,1.0
68,ABHD17A,0.007668640034071611,1.0,-0.16262948467436164,0.10977365209168939,-0.1682475675680527,0.006653576835971229,0.25744544937429314,0.0001837578489707925,-0.011001810198098871,1.0,0.08197879330077346,1.0
69,ABHD17B,0.012405336553444501,0.9319971679483481,0.005766713086232722,0.9871584054169027,0.03380966110845188,0.46738141326964183,-0.017268914548045952,0.8236171903699887,-0.018532025479134434,1.0,-0.013056067368337157,1.0
70,ABHD17C,0.005266317341838163,0.36007003956198635,0.003954040248138296,0.5361237194651928,-0.001473802919567722,0.8947636956077433,-0.001113902542788758,0.8955051955443722,-0.0006270702750510503,1.0,-0.0015652706902126972,1.0
71,ABHD18,-0.01067976937117528,0.7997195528288326,-0.003260302662157953,0.9724758222423312,0.004513167317147336,0.8988480898679091,0.0076182917517176214,0.821102133487454,-0.000734687044978,1.0,-0.0030603323226066704,1.0
72,ABHD2,0.03166807621206376,0.7501470968241724,-0.023741085828903732,0.8436670332196389,0.04039784190218676,0.42286243475224267,0.013222754699982298,0.8871150843450886,-0.03738595538458821,1.0,-0.01698562404842005,1.0
73,ABHD3,-0.025181581319436486,0.8213524944696075,0.10964763494270029,0.006288698460422787,-0.017027417677127385,0.8934254970357917,-0.003189493647052205,1.0,-0.0111678548026089,1.0,-0.01418209950006434,1.0
74,ABHD4,-0.02632499758399074,0.6336999376471825,0.015237992039461492,0.8492184228516715,0.010435726115326886,0.8971143953900141,-0.02564692244755957,0.5394429304846854,-0.004039311731283926,1.0,0.017203324314477568,1.0
75,ABHD5,-0.004455983154908902,1.0,0.027309998170602236,0.4930705854627847,0.00258702984956697,0.956626088706177,-0.01779182417013442,0.6901614459444372,-0.004794242758096,1.0,0.003359610883478144,1.0
76,ABHD6,0.013667445903611918,0.47355772986265715,-0.0037491173052086758,0.9267068938881202,0.00140239583517421,0.9446096401329772,-0.008181821255368612,0.6842960116977717,0.0012864952873674982,1.0,-0.0012219279507004084,1.0
77,ABHD8,-0.018915896211016317,0.799710880819425,-0.0168282803538509,0.8298492608526172,-0.008687643751797147,0.8988480898679091,0.006253939366318628,0.938022764246373,-0.009239198713898684,1.0,0.03289235203979578,0.8440689897482112
78,ABI1,0.025656288988755827,0.9155257710989063,-0.10024837599374051,0.27407044429893984,-0.0018724469107774533,0.9888340206996767,-0.008251638531381417,0.9878242978077946,0.02915344620241378,1.0,0.01913559174246643,1.0
79,ABI2,0.026419031193483274,0.6376339791017014,-0.0008820445899922896,1.0,0.00010592694971672811,1.0,-0.007072111211122362,0.9182455813817509,-0.005613736033286305,1.0,-0.0010437871319340583,1.0
80,ABI3,0.0657936401450282,0.7398678678722811,-0.14302765875533247,0.16468296216042924,-0.15884443084168748,0.008146356624367341,0.24836901915396786,0.00017426877409361193,-0.01772510162696711,1.0,0.04695397380434302,1.0
81,ABI3BP,0.009012341307142045,0.07636944801846382,-0.0019496399130478508,0.8844679908361038,-0.0009568931839122842,0.9090266995610239,-0.002129305577957194,0.8130227865957532,3.7205799227496474e-05,1.0,-0.0006795280550803448,1.0
82,ABL1,-0.013313088629124274,0.8263048366778274,-0.01041004492428941,0.8762085440744636,0.029712330883169588,0.11104067671155003,-0.0028159337680358984,0.9846951323662865,-0.0037903533611669572,1.0,-0.014175479404327469,1.0
83,ABL2,-0.025808127046271556,0.4009629002326472,-0.007519265019140756,0.9065359477837159,-0.003899349949505103,0.9149360778097502,0.030733174570368563,0.13918593522815575,0.0017774126766600673,1.0,-0.004678784846971304,1.0
84,ABLIM1,-0.05615019379426179,0.49055310880430564,0.03175324383214549,0.7887800133452502,0.05477561632087678,0.24843407755520777,-0.038202354427097775,0.6303105429051101,-0.0019907645316622757,1.0,-0.018283392284629642,1.0
85,ABLIM2,-0.00605107955979646,0.8392218488209311,-0.0031537946005835305,0.937960153368084,-0.0021731616037972447,0.9131717467277213,0.01216206024218072,0.36440596922755886,-0.0014174536224361434,1.0,-0.000824064862239242,1.0
86,ABLIM3,2.1080301076260346e-05,1.0,3.3276960651132737e-06,1.0,-4.82459048835447e-05,0.8988480898679091,3.0575296964863952e-06,1.0,-6.56543487811289e-05,1.0,0.00010854505017206134,1.0
87,ABR,-0.019044550758066235,0.8135413722498356,-0.02408793664121545,0.7008222914911197,0.06399746584163868,0.0011606110824215097,-0.03733575244508486,0.30114968928042973,-0.013022177172568539,1.0,-0.005027330568981921,1.0
88,ABRACL,0.024230499424948482,0.9635966494706032,-0.06281357488272576,0.7770540975102798,0.00930655029203048,0.957546978941097,0.014928541522024774,0.9654185134006764,-0.022843709109807764,1.0,0.024996220864334506,1.0
89,ABT1,0.018950470731537578,0.8887195712483925,-0.06938729810659403,0.21215034738922206,-0.02849824970047099,0.7531418547872231,0.02072286232788431,0.8236079167459399,0.039275795176270334,1.0,0.0016591561975388275,1.0
90,ABTB1,-0.007176493644820078,0.9991255894532033,0.01667211138017867,0.8880664936504108,0.028928817966673653,0.6311622106749961,-0.02470740198367541,0.7375022342862235,-0.01056113488077308,1.0,-0.006886159341151707,1.0
91,ABTB2,-0.008335743616511754,0.8624973368482709,-0.0062324474071766,0.9078088360260477,0.02420899629689512,0.0666146443379079,-0.010720659216037572,0.7326530190848203,-0.005947949216400479,1.0,-0.004442790970347414,1.0
92,AC007879.2,7.623929513635703e-06,1.0,1.0243844822405761e-06,1.0,-1.8189660048158106e-05,0.8988480898679091,9.0357327446936e-07,1.0,-3.96363652076729e-06,1.0,1.9182122908186067e-05,1.0
93,AC008268.1,3.223106515457627e-06,1.0,-1.1156644736526638e-05,1.0,-5.5635630881363947e-05,0.895180941341443,-1.2702579883068323e-05,0.999405300059214,-7.054479427973467e-05,1.0,0.00015054702742586467,0.9359253363178255
94,AC083843.1,-0.00012818377824254552,1.0,0.000992821569943698,0.3407212542458151,-0.00037026842072333197,0.8576943928136512,-0.0002607115949494317,0.8685826902274569,6.940171866224984e-05,1.0,5.593749121251239e-05,1.0
95,AC093802.1,2.203067719918827e-05,1.0,-2.523388567985882e-07,1.0,-6.585196581473868e-05,0.8424026850373222,-1.0157945794588322e-06,1.0,0.00010898969439818499,1.0,-5.4195897502329405e-05,1.0
96,AC104024.1,-0.00011907501259893854,0.9944417740404113,-0.00012535187529615833,0.9710937706358693,-0.00016828558313847388,0.8988480898679091,-0.00013756943401943317,0.9343535033812264,0.0005640807039084583,1.0,-0.00018667940858467193,1.0
97,AC104653.1,-0.0012575678473548532,0.8563397090269108,-0.0013253361823852034,0.8468404292593977,-0.0010236750631806239,0.8934254970357917,0.0023755841809450814,0.48225775485559547,-0.0009370339820110317,1.0,0.0016217650527214273,1.0
98,AC144831.1,0.002222389060755686,0.938994140844164,0.008343899015319513,0.4317276913694023,-0.0010177149883921236,0.9358114365421427,-0.00050392970295668,1.0,-0.005001950437940796,1.0,0.001241050686930271,1.0
99,ACAA1,-0.009374854676976976,0.9667022447223919,-0.007627483583326045,0.9686212952761915,0.004344309779631184,0.9450665273424579,0.017800317090615664,0.8113795731088304,-0.025597614244259492,1.0,0.017580831613922696,1.0
100,ACAA2,-0.054741635431357155,0.6072602920091883,-0.08752745181005911,0.19757660904102298,-0.022468229225052178,0.8934254970357917,0.17917781530379578,1.35478824109474e-05,-0.019415651778821374,1.0,-0.018629776485268035,1.0
101,ACACA,-0.004026347032657149,0.8764369959118137,-0.0003251809789998972,1.0,0.008160940882093026,0.42286243475224267,-0.0014111235097847789,0.9641095344303663,-0.0027884700099139064,1.0,-0.0027291923770723604,1.0
102,ACACB,-0.0033234225634038105,0.7395768283881139,0.0019554409608675037,0.8831435239218319,0.0018589907250601387,0.8934254970357917,-0.0030454174914402135,0.698086387041267,0.003846401521542523,1.0,-0.0032415606265308703,1.0
103,ACAD10,-0.01033731700795268,0.5885200859388141,-0.009659026792964504,0.5920168539476025,0.00024133172946728954,0.9910038407682432,-0.004296589530351197,0.8354800206784295,0.01601888284763041,0.2737675195953578,-0.003803353575024932,1.0
104,ACAD11,-0.004558763683355478,0.6762771023553997,0.0034532272750471046,0.7877818219523215,-0.0022077614277290062,0.8934254970357917,0.0006154875669814744,0.9872936825112999,0.0030249166048480327,1.0,-0.0009449928770368164,1.0
105,ACAD8,-0.03954424578362431,0.5573882698487095,-0.016955902272680755,0.8822564264300261,-0.017476758047950645,0.8752750020952246,0.07097206200745405,0.039785990261789854,0.0008704911089055106,1.0,-0.008055774502020635,1.0
106,ACAD9,-0.02301323767485499,0.7579030662880979,-0.016755876685375284,0.8542811103509027,-0.013590480184798082,0.8934254970357917,0.060418525192716614,0.037671204655116836,-0.008106792411650646,1.0,-0.002735524058289439,1.0
107,ACADL,-0.003660901927729431,0.8837134161351957,0.01708713269860366,0.0609374459451325,-0.0020229123707060596,0.9001988670312433,-0.0033695989376903174,0.84160327709586,-0.0016103806883139742,1.0,-0.0009537318507366328,1.0
108,ACADM,-0.03679728148647185,0.6049277555231397,-0.036846547516189446,0.5607545949510453,0.008820489883464497,0.9001988670312433,0.00798898450101073,0.9389169798708425,0.0004519377308509903,1.0,0.02159383963807561,1.0
109,ACADS,0.03975811954377417,0.0771884049612652,-0.008126924717183473,0.8898937469391663,-0.008758835186475085,0.8845497057914633,0.0008989691273459249,1.0,-0.0012062620540652484,1.0,-0.004755386791608716,1.0
110,ACADSB,-0.0069223033831575,0.6222020427968988,-0.00550833117269765,0.7244231641474647,0.009013565139581514,0.16610481776157413,-0.004026716128730058,0.7802993121263242,0.0034109891662954736,1.0,-0.004051752160771378,1.0
111,ACADVL,0.005706045721202507,1.0,0.01506250576728943,0.9524645523748155,-0.006326653518360176,0.9548143114049956,-0.019550400238215693,0.8749234090911997,-0.01615711580398138,1.0,0.028310339602617834,1.0
112,ACAP1,-0.28650803634342437,0.005622987193968808,0.04421187083001854,0.8848015772253693,0.2001806714481814,0.002517676112359915,0.046074264646550234,0.8236079167459399,0.025964586730037542,1.0,-0.16690993190931197,0.23004835904502927
113,ACAP2,-0.023419022629666886,0.8887195712483925,0.009547092699642323,0.9816922584489506,0.0023324688278523187,0.9826278283319779,-0.03650772386876175,0.7236596021668539,0.03244153422111823,1.0,-0.0028707453740188793,1.0
114,ACAP3,-0.023181511331051684,0.6649678032313788,0.04431138267464137,0.14373940870745794,-0.0032697169722977135,0.9430726868442847,0.010024814547251133,0.8512888751966151,-0.002715822347743105,1.0,-0.013995005790123975,1.0
115,ACAT1,-0.031997524363981046,0.42384324294053843,0.0204621008293493,0.6878468432197063,0.009769036853994793,0.8938496027104679,-0.024236754659371418,0.5023147180136337,0.02185535357268662,1.0,-0.01089816625226216,1.0
116,ACAT2,-0.02164448226421748,0.8241211675208837,-0.01467552348544493,0.8916933576215154,-0.012132097668170555,0.8988480898679091,0.04872457062043904,0.22464502298594174,-0.004425195190147196,1.0,-0.00104895855115128,1.0
117,ACBD3,0.010243069603627156,1.0,0.06549630612410925,0.47486328876475953,0.011286771692960884,0.9185349226529917,-0.06372289132642046,0.4061757905621339,-0.003315294253327203,1.0,-0.00020963329921812324,1.0
118,ACBD4,0.006123400818483515,0.8519978575738401,-0.0027034441782631874,0.9594411515335998,0.0065640381139275405,0.8028858606751947,-0.0017606526492220057,0.970889263997055,-0.004346632753936628,1.0,-0.0026958570200970484,1.0
119,ACBD5,-0.0363755494059299,0.28498086722996246,-0.028412416808351704,0.4378689054048797,0.016207197567438422,0.7222270915503106,0.018688710729075575,0.650659439659883,0.002983269599781742,1.0,-0.0022197376751436765,1.0
120,ACBD6,-0.00368468290216227,1.0,-0.012761585885795339,0.9137382200323417,0.006258314315804779,0.9218679377966288,0.030720317659542258,0.5766974525852482,-0.009500178819427732,1.0,-0.011656316863576537,1.0
121,ACCS,0.02085373731789367,0.1374568131452774,-0.0071450110768967925,0.8117039213393872,0.0013468658930710625,0.9464625561248825,-0.005120357416077384,0.8289634081077941,-0.0011874550307562565,1.0,-0.002531578257560664,1.0
122,ACD,-0.017776561005127436,0.8260193741908148,0.003905901750705598,0.9959317699024197,0.0036933712395736534,0.9433360113748273,0.03245250733698339,0.3905018209768898,-0.007720939464312494,1.0,-0.014267365950429892,1.0
123,ACE2,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
124,ACER3,-0.008440263764694932,0.9095733955536417,-0.024362739068660353,0.48155509114111406,0.02885149616586851,0.1325143796640909,-0.028884372283550775,0.25770950199570425,0.008829012645536753,1.0,-0.0014351711119483593,1.0
