,GeneID,logFC_1,adj.P.Val_1,logFC_2,adj.P.Val_2,logFC_3,adj.P.Val_3,logFC_4,adj.P.Val_4,logFC_5,adj.P.Val_5,logFC_6,adj.P.Val_6
47,ABHD1,-0.0010328964209841457,0.7968244551356469,0.0021071270556354527,0.5305434696453446,-0.0017398130700019743,0.7011246855842045,7.157259781517507e-05,0.9914045858738706,0.0007819721358154389,0.9997746453217699,5.134804230249885e-05,0.999816362823631
48,ABHD10,-0.029411149865648384,0.3230271263669057,0.01640202163310684,0.5577934758636695,-0.0018126743518007485,0.967119597260859,0.020083272582546354,0.605087139974897,-0.007681336726407497,0.9997746453217699,-0.006827294967840465,0.999816362823631
49,ABHD11,0.006609119502175322,0.6198237685454931,-0.005980773010856895,0.5881495271324355,-0.00482708338868053,0.7701556299938985,0.0026587837861230773,0.8798384593519627,0.0013732144711484347,0.9997746453217699,0.0008420075727417113,0.999816362823631
50,ABHD12,-0.024749714113520466,0.24621112293959035,0.0307320476346209,0.042779110713233696,-0.005010306158900265,0.8716368130179156,-0.0015569074820952818,0.9676741721618218,0.00645441832754921,0.9997746453217699,-0.006778652053336208,0.999816362823631
51,ABHD13,-0.04967465102236873,0.30724831482872356,-0.0009690366265965172,0.9875022244759342,0.04745566395549654,0.1614476938996586,-0.01831729023622229,0.8223236644847942,-0.004047240242117639,0.9997746453217699,0.0004180254292736191,0.999816362823631
52,ABHD14A,-0.06779848660550011,0.013022642058230316,0.013277535592668872,0.6957668459861605,0.020580039609197118,0.5821841063322372,-0.003456495862545768,0.9507140298521343,-0.005186875243272174,0.9997746453217699,0.012873280816841803,0.999816362823631
53,ABHD14B,-0.03853862457703085,0.4716639219403154,0.034894473851467676,0.4185323054625933,-0.018810723612406904,0.7896406801646655,0.03683807561536299,0.52765132573035,-0.007111503399519735,0.9997746453217699,-0.014808794530996913,0.999816362823631
54,ABHD15,0.006916373873307846,0.874689726183621,-0.029685955944742617,0.3825019841497624,0.04692355609054813,0.048381722912921026,0.0021902520803650377,0.9733165886714937,-0.016028324681303205,0.9997746453217699,-0.017360475165771473,0.999816362823631
55,ABHD16A,-0.020538117188052728,0.5369480932411244,0.020099665584375842,0.44759395173224775,-0.01047926208445088,0.8031630563493591,-0.003718387857760498,0.9389930167540687,0.007977667378576053,0.9997746453217699,0.0034893441686060372,0.999816362823631
56,ABHD17A,-0.17089218447371782,0.20706914229687043,0.49165733176569826,4.597690822364185e-11,-0.1038706246593622,0.4137693105850665,-0.14860195501178686,0.19923428589068673,-0.04041628746297077,0.9997746453217699,0.10140093781735893,0.892544896759215
57,ABHD17B,0.04429088595465948,0.431885443083387,0.00018638416105955236,0.9977322224436664,-0.007352708629338955,0.9233315738324178,-0.033842101708047016,0.6379355466435578,0.047816306921126234,0.614278336131653,-0.030521710723955882,0.999816362823631
58,ABHD17C,0.01639294138671568,0.056138715120061605,-0.0007271370334960151,0.9457292284480926,-0.003900381343165429,0.7897882227240614,-0.0038373784140319626,0.8232465528678079,0.001750196608515823,0.9997746453217699,-0.001200279216187085,0.999816362823631
59,ABHD18,0.014784217811540701,0.5253391761913748,-0.003668746499278128,0.8568987938766411,-0.004121203141048184,0.8875743447391653,-0.004868654711484831,0.8810685029663733,0.009150259935981783,0.9997746453217699,-0.005642306144821366,0.999816362823631
60,ABHD2,-0.04551384660236274,0.4149324701713577,-0.015856729164227826,0.753877192490847,0.041281524161140504,0.3426095392297665,-0.01067823412353111,0.8944156794609831,0.00804138590254884,0.9997746453217699,-0.008290188192881201,0.999816362823631
61,ABHD3,0.1315518503332795,0.00022972396177244674,0.002724609378417453,0.9599127836612403,-0.040796511830266044,0.3359730008659501,0.0018944228580064643,0.9847102177068712,0.01237036804933861,0.9997746453217699,-0.03807792294135692,0.8277658181137153
62,ABHD4,-0.0074795014269611795,0.6270676695814236,-0.0004911371681203692,0.9744177147789302,0.0005817846451709723,0.9784943854357965,-5.357306370054951e-05,0.9983408087699395,0.002506980399566026,0.9997746453217699,0.0004708242803700153,0.999816362823631
63,ABHD5,0.013715296878927363,0.8002784948785749,-0.00449933710482673,0.9270467818994315,-0.020200294214131484,0.771976840767968,0.004391508823689737,0.9567666183503395,0.016583518388741912,0.9997746453217699,-0.006735692071103597,0.999816362823631
64,ABHD6,-0.010199270301280376,0.6695252716941442,0.017177406628708394,0.2897620647035719,0.01574838597193521,0.3359730008659501,-0.010778696487258965,0.7315504870868508,-0.0037313133207830147,0.9997746453217699,-0.005290495857248943,0.999816362823631
65,ABHD8,-0.0076996268319726915,0.7291790314093631,0.01763198332148965,0.23299993368294197,0.00024031406758542005,0.9941702837810521,-0.007629437751786412,0.8077196835873527,0.005699599885779394,0.9997746453217699,-0.00507624711773783,0.999816362823631
66,ABI1,-0.007990088070263718,0.9163040745473096,0.1467188802200552,0.0003391440991358227,-0.03301811114272252,0.7090885177890499,-0.05665176531721544,0.44601790912930844,0.00805099426555847,0.9997746453217699,0.0029586504502348288,0.999816362823631
67,ABI2,-0.012221131144493927,0.7864987342283583,0.0044394094737266465,0.9113455996159531,0.018747530419422148,0.7232991267779777,0.0012485860603668256,0.9864203997625307,-0.005799027309121137,0.9997746453217699,-0.010462314464837363,0.999816362823631
68,ABI3,-0.19559613330659276,0.0322546180577219,0.5320990173862056,3.1835725254674155e-23,-0.131856946611283,0.0543814161407551,-0.09644948663059777,0.4077340866495479,-0.05978205904412895,0.9997746453217699,0.08336648526757648,0.8232133270697825
69,ABI3BP,-0.005135369539848787,0.7552717554327938,-0.0056760069375312375,0.681070243700776,0.011004014342816695,0.36307589792678896,-0.0043219543452436135,0.8587375453313301,-0.0015159287835113753,0.9997746453217699,0.0009984911857336288,0.999816362823631
70,ABL1,-0.005567699163810461,0.8658723862617053,-0.01595748671266586,0.5727755516574039,0.020400567734604913,0.45002900942331187,-0.008020807409877796,0.8659935522453642,-0.0002983416616373531,0.9997746453217699,0.00037631027160897265,0.999816362823631
71,ABL2,-0.009165250487298946,0.7430434006120744,-0.02486580594374807,0.16693341707293774,0.011595631826723875,0.701314743194226,-0.0034323614481756165,0.9268463564886703,0.010060126637509052,0.9997746453217699,-0.00038117572113902445,0.999816362823631
72,ABLIM1,-0.02149823284639242,0.746576859173981,-0.08213054891965269,0.031283928557462475,0.055568317232716935,0.158434170791941,0.03099428152695173,0.7251943582966637,0.008741354120440747,0.9997746453217699,-0.040477165135799034,0.877351004601749
73,ABLIM2,0.00022094688732079488,0.9460882959549779,8.915265189334164e-05,0.9796821736125626,-0.001154395563694997,0.7863163090142241,-0.0004927994478690194,0.914854540779173,0.0019764298561683225,0.9997746453217699,-0.0006732773330656228,0.999816362823631
74,ABR,0.001221091265934754,0.9708183977967988,0.01802415273768156,0.4999169471184356,0.009110171736034369,0.8290712803710268,-0.008577831007816516,0.8601761663704125,-0.0058172553861725665,0.9997746453217699,-0.004519926528170289,0.999816362823631
75,ABRACL,-0.14781255087763984,0.02780743375285494,0.17099222715764673,0.0006154839513615258,0.017759676131221758,0.8796339276687638,-0.025438859354435295,0.8572415938774433,-0.01285512903600744,0.9997746453217699,-0.0065024317425294575,0.999816362823631
76,ABT1,-0.023467966983599584,0.7053299708311789,0.06646350373742387,0.06750492304101943,-0.016004058702353705,0.8330432809468163,-0.027167811414277043,0.7405923404027542,0.015900533190682506,0.9997746453217699,-0.0003504060690792954,0.999816362823631
77,ABTB1,-0.009244928920335585,0.8981053623547915,0.053634437388349845,0.31658554744406947,0.023066035227138265,0.8020446973709839,-0.028259210859797115,0.794584063865684,0.00041560838282876655,0.9997746453217699,-0.020175035450028203,0.999816362823631
78,ABTB2,0.002965431098118074,0.8189137824860095,-0.0059203368756218025,0.6026250345650429,0.005941603183635982,0.6808712319883926,-0.00598951071984913,0.748769929682733,0.006005871737233749,0.9997746453217699,-0.004170196129191275,0.999816362823631
79,AC083843.1,0.00011192158765646089,0.9297273483076254,-0.00013179895521876132,0.909429849918977,-0.00023775807042710672,0.8848006930670174,-0.0004823360067225073,0.8030862170632073,0.0008847656443922809,0.9288539958602935,-0.0002075093485144555,0.999816362823631
80,AC104024.1,0.0013528684636159177,0.37967356183948014,-0.0003395452505022157,0.811461335185234,0.0006447581064407059,0.7600984625772016,-6.690374159426804e-05,0.9802832529552499,-0.0005493006757174684,0.9997746453217699,-0.0003969565761567007,0.999816362823631
81,AC144831.1,-0.006244912883077671,0.6882432370606897,-0.003265647764981772,0.7920114321183139,0.003925816468280217,0.8343859260071523,0.005677464057178283,0.794584063865684,-0.00143424788207258,0.9997746453217699,-0.0035595960011086543,0.999816362823631
82,ACAA1,-0.027282063018508912,0.6740859269222729,0.08095532821227541,0.024972092798439836,-0.007563088557208705,0.923564549948261,0.001233317431583822,0.9904577961374376,-0.0408715341085264,0.9288539958602935,0.017405194945418756,0.999816362823631
83,ACAA2,-0.11728774543223355,0.07610850645854636,0.04466197750237866,0.5436725150814866,0.06451442114251629,0.29079044516389896,-0.02246620991138848,0.8602958122706454,-0.017028392626315364,0.9997746453217699,0.00734334223630323,0.999816362823631
84,ACACB,-0.005116988585999355,0.6695340389038691,-0.0010490503657989763,0.9161221502764947,0.0033310459429123944,0.8197451113728781,0.005003678904302246,0.7540962343547838,-0.0022144642299242335,0.9997746453217699,-0.003194737497218927,0.999816362823631
85,ACAD10,-0.00850177734337892,0.5239543243121277,-0.0054823433876802575,0.6383284779758666,0.0019429154224097842,0.9107595808621569,0.0152527337563838,0.05612558319262317,-0.005476634916649927,0.9997746453217699,-0.00494957863805654,0.999816362823631
86,ACAD11,0.007265049466778934,0.4167693874528238,-0.004629209718467053,0.5651056531779715,-0.0018144459439759521,0.8780806287034177,0.002263807830977996,0.8693668812436945,-0.0025855361765103856,0.9997746453217699,0.0015629081917228282,0.999816362823631
87,ACAD8,-0.012237422092078317,0.7094172965617072,-0.013511781794029874,0.6111790704970281,-0.011891951453898588,0.7623029335445498,0.012233187381382096,0.7898051162231629,0.007586181794698919,0.9997746453217699,0.003965791631905993,0.999816362823631
88,ACAD9,-0.014020577865420228,0.7144563972878202,0.01155870800990011,0.7080977384383903,-0.013654150360997604,0.7690874108114807,0.007903561256025426,0.876782871971354,-0.006400785060553006,0.9997746453217699,0.012158611069165506,0.999816362823631
89,ACADM,-0.020599759555976205,0.6779269592566312,0.022975590575440796,0.561650371197271,0.0192238330044132,0.7300075068258055,-0.027067455082521306,0.628445352662765,0.013770593393410427,0.9997746453217699,-0.009353392399179594,0.999816362823631
90,ACADS,-0.0165408406465304,0.3321461947284124,0.004825987470579958,0.7649534238854547,0.008280300203136099,0.6967349115842183,-0.003971525041443524,0.8782950433073367,0.0036839249122512215,0.9997746453217699,-0.0031970177915404295,0.999816362823631
91,ACADSB,-0.008701362239208666,0.5726137633059045,0.0062157141696304935,0.6366345515202825,0.0016356353235056804,0.9351481140799848,-2.7332708421246715e-05,0.9986011672469234,-0.00012388553190677276,0.9997746453217699,-0.001006788772572438,0.999816362823631
92,ACADVL,-0.0653764049812165,0.3024771347317888,0.03983892729640483,0.4950166558375905,-0.007309439009060462,0.9390924981687387,0.0452320637086258,0.5766935919004277,-0.017330979704636568,0.9997746453217699,-0.014207310180838165,0.999816362823631
93,ACAP1,-0.031794931382493896,0.8230777086959582,-0.05709445169732619,0.6486264505367136,0.21319802034080904,0.0008500943396228145,0.09536873048034777,0.5379473871133468,-0.11006969734605732,0.7398931505103055,-0.14408108960621058,0.2681013196022408
94,ACAP2,-0.052885053415623134,0.45821185038567014,0.08724461308016845,0.05692352779520522,-0.022237684094959756,0.8163568251820935,-0.02618770519847309,0.8130148079084009,0.018061689400761638,0.9997746453217699,0.004110473586047436,0.999816362823631
95,ACAP3,-0.011786831713472846,0.5423428489994933,-0.013434306263416173,0.35749405624158526,-0.005682492189673179,0.8203370599972253,0.021217156002985085,0.07350106444512448,-0.0001313214274195479,0.9997746453217699,-0.0034825447583311502,0.999816362823631
96,ACAT1,0.014393924048262431,0.7831073063374407,-0.051483285374809354,0.13483674620543634,-0.016633822887719876,0.8005495741578622,0.03743647010217237,0.4631508425973411,-0.004214195640797551,0.9997746453217699,0.004548593000131551,0.999816362823631
97,ACAT2,-0.02622807464302654,0.6977755031782817,0.0007846365606083289,0.991827162076755,-0.031228618273257965,0.6232628363376935,0.010206250976148398,0.9067992177251964,0.008331382917375105,0.9997746453217699,0.02283221794822747,0.999816362823631
98,ACBD3,0.015090307267424913,0.8002784948785749,-0.0406902656162005,0.36883415443016626,0.010490225327043523,0.8872572821238724,-0.014026977786814498,0.8737486435539626,0.01503907979100659,0.9997746453217699,0.004326254715448119,0.999816362823631
99,ACBD4,-0.009194525708661552,0.4544183369628408,0.005010925922415234,0.6520243845054657,-0.00081888315507825,0.9611448642004535,-0.0008554409583973622,0.9654483351815042,0.009612140510296787,0.7575578818332258,-0.0075594309820946805,0.9634006459799414
100,ACBD5,-0.02834389667522311,0.48444373423399956,0.049455686793983815,0.054459258326308185,-0.026672912867872673,0.42037172143236384,0.01475126877853545,0.81248217771716,-0.0014522662286003477,0.9997746453217699,-0.0029347734090769614,0.999816362823631
101,ACBD6,-0.03714671683420632,0.5123035109863414,0.015264405262411282,0.7574383071032529,0.036215246506958204,0.43734245860716636,0.0066586980533371865,0.9362301359001272,-0.026202945944935996,0.9997746453217699,-0.005629659947664012,0.999816362823631
102,ACCS,-0.012484876726755606,0.5586613282934102,-0.013693062630227237,0.4058619241921914,-0.0013881839210124324,0.9601757553649323,0.01779744377541574,0.28687815275334755,-0.0015766387956604143,0.9997746453217699,-0.002043833240049619,0.999816362823631
103,ACD,-0.040329639173973045,0.41772406181774874,0.012367096271316547,0.7820717779750119,0.024103898588232336,0.6714845182712519,0.0032678953137095373,0.967762620717908,-0.0024096522182831467,0.9997746453217699,-0.013191423091570717,0.999816362823631
104,ACER3,-0.03489564874927823,0.30309608135609867,-0.008617544724018072,0.7904990627809272,0.01748386604123664,0.6704705758482463,0.010717872903638015,0.852751520536391,-0.0058632927106618965,0.9997746453217699,-0.0010496372722809677,0.999816362823631
105,ACHE,0.002085590221468989,0.752035802888156,-0.0028827596020306982,0.6024860215141736,-0.0030205412278488447,0.6612004970845425,-0.00010694860688653055,0.9918204755639468,0.00430962371374718,0.9288539958602935,-0.0009604033627319609,0.999816362823631
106,ACIN1,0.021086079547571454,0.7573268365083422,-0.0505717647707261,0.2965578219502538,0.012447129678227767,0.8807062384039759,-0.04072101912167196,0.6009258159778411,0.05260661891169548,0.6622993698504844,-0.007987083001418677,0.999816362823631
107,ACKR1,-0.001083794289477925,0.8439676199797735,-0.0017181138722623147,0.7206184615825885,0.0014438412780036136,0.8417409814025774,-0.0010410878133620103,0.893216676256539,-0.0022684062832288776,0.9997746453217699,0.003690430539725177,0.8232133270697825
108,ACKR3,-0.0005682679593076122,0.8923461762342955,-0.0007122801076965741,0.842908365146095,-0.0004735911332104327,0.9318247986464826,3.4594472626437323e-06,0.9994652467068192,0.0011269577160330458,0.9997746453217699,-0.00010411731722243314,0.999816362823631
109,ACLY,-0.028672303754682892,0.5753586218461241,-0.0006633521670584008,0.9911817868694826,-0.0027297536333938527,0.967119597260859,-0.008959844072099175,0.8956467063865328,0.028391897050330725,0.9997746453217699,-0.005488562130484202,0.999816362823631
110,ACO1,-0.00831671575002281,0.6982646743740942,0.0072877677382031224,0.6734152195965339,-9.355332078940168e-05,0.9973186743169774,-0.004533468950041825,0.8759457842673665,0.003903923226418273,0.9997746453217699,0.00024290839599914842,0.999816362823631
111,ACO2,6.896685580030926e-05,0.9993557888530716,0.059698804717309525,0.17481811762662344,-0.01672329043791128,0.8417409814025774,-0.03077076262850592,0.7385142945565079,0.0052890934989150845,0.9997746453217699,0.008920109999652925,0.999816362823631
112,ACOT11,-0.0019499964646180743,0.761562363178751,-0.0014579336155153763,0.7847508033684747,0.002714041298825677,0.7033572257844984,0.00022821664595242246,0.9834544774767671,-0.0007117999181205337,0.9997746453217699,-0.0004039588899779732,0.999816362823631
113,ACOT13,-0.027210404327440124,0.4094862193142138,0.0009307793238325854,0.9800068732329724,0.016337745542689505,0.6652126309537502,0.010898499854676044,0.840823308992677,-0.0040396442215341714,0.9997746453217699,-0.011252675100968921,0.999816362823631
114,ACOT2,0.005992924784253132,0.6893643622177762,0.006166688503444205,0.6107572228016708,-0.0034806464445626684,0.846051843865792,0.003707394308057929,0.8598236547969115,-0.005643908583712631,0.9997746453217699,-0.0005840646291217109,0.999816362823631
